time_bin,origin,destination,trips
51300,buiucani,durlesti,21
52200,buiucani,durlesti,21
53100,buiucani,durlesti,21
54000,buiucani,durlesti,21
54900,buiucani,durlesti,21
55800,buiucani,durlesti,21
56700,buiucani,durlesti,21
57600,buiucani,durlesti,21
58500,buiucani,durlesti,21
59400,buiucani,durlesti,21
60300,buiucani,durlesti,21
61200,buiucani,durlesti,21
62100,buiucani,durlesti,21
63000,buiucani,durlesti,21
63900,buiucani,durlesti,21
64800,buiucani,durlesti,21
65700,buiucani,durlesti,21
66600,buiucani,durlesti,21
67500,buiucani,durlesti,21
68400,buiucani,durlesti,21
69300,buiucani,durlesti,21
70200,buiucani,durlesti,21
71100,buiucani,durlesti,21
72000,buiucani,durlesti,21
72900,buiucani,durlesti,21
73800,buiucani,durlesti,21
74700,buiucani,durlesti,21
75600,buiucani,durlesti,21
76500,buiucani,durlesti,21
77400,buiucani,durlesti,21
78300,buiucani,durlesti,21
79200,buiucani,durlesti,21
80100,buiucani,durlesti,21
81000,buiucani,durlesti,21
81900,buiucani,durlesti,21
82800,buiucani,durlesti,21
83700,buiucani,durlesti,21
84600,buiucani,durlesti,21
85500,buiucani,durlesti,21
0,buiucani,riscani,6
900,buiucani,riscani,33
1800,buiucani,riscani,33
2700,buiucani,riscani,33
3600,buiucani,riscani,33
4500,buiucani,riscani,33
5400,buiucani,riscani,33
6300,buiucani,riscani,33
7200,buiucani,riscani,33
8100,buiucani,riscani,33
9000,buiucani,riscani,33
9900,buiucani,riscani,33
10800,buiucani,riscani,33
11700,buiucani,riscani,33
12600,buiucani,riscani,33
13500,buiucani,riscani,33
14400,buiucani,riscani,33
15300,buiucani,riscani,33
16200,buiucani,riscani,33
17100,buiucani,riscani,33
18000,buiucani,riscani,33
18900,buiucani,riscani,33
19800,buiucani,riscani,33
20700,buiucani,riscani,33
21600,buiucani,riscani,33
22500,buiucani,riscani,33
23400,buiucani,riscani,33
24300,buiucani,riscani,33
25200,buiucani,riscani,33
26100,buiucani,riscani,33
27000,buiucani,riscani,33
27900,buiucani,riscani,33
28800,buiucani,riscani,33
29700,buiucani,riscani,33
30600,buiucani,riscani,33
31500,buiucani,riscani,33
32400,buiucani,riscani,33
33300,buiucani,riscani,33
34200,buiucani,riscani,33
35100,buiucani,riscani,33
36000,buiucani,riscani,33
36900,buiucani,riscani,33
37800,buiucani,riscani,33
38700,buiucani,riscani,33
39600,buiucani,riscani,33
40500,buiucani,riscani,33
41400,buiucani,riscani,33
42300,buiucani,riscani,33
43200,buiucani,riscani,33
44100,buiucani,riscani,33
45000,buiucani,riscani,33
45900,buiucani,riscani,33
46800,buiucani,riscani,33
47700,buiucani,riscani,33
48600,buiucani,riscani,33
49500,buiucani,riscani,33
50400,buiucani,riscani,33
51300,buiucani,riscani,33
52200,buiucani,riscani,33
53100,buiucani,riscani,33
54000,buiucani,riscani,33
54900,buiucani,riscani,33
55800,buiucani,riscani,33
56700,buiucani,riscani,33
57600,buiucani,riscani,33
58500,buiucani,riscani,33
59400,buiucani,riscani,33
60300,buiucani,riscani,33
61200,buiucani,riscani,33
62100,buiucani,riscani,33
63000,buiucani,riscani,33
63900,buiucani,riscani,33
64800,buiucani,riscani,33
65700,buiucani,riscani,33
66600,buiucani,riscani,33
67500,buiucani,riscani,33
68400,buiucani,riscani,33
69300,buiucani,riscani,33
70200,buiucani,riscani,33
71100,buiucani,riscani,33
72000,buiucani,riscani,33
72900,buiucani,riscani,33
73800,buiucani,riscani,33
74700,buiucani,riscani,33
75600,buiucani,riscani,33
76500,buiucani,riscani,33
77400,buiucani,riscani,33
78300,buiucani,riscani,33
79200,buiucani,riscani,33
80100,buiucani,riscani,33
81000,buiucani,riscani,33
81900,buiucani,riscani,33
82800,buiucani,riscani,33
83700,buiucani,riscani,33
84600,buiucani,riscani,33
85500,buiucani,riscani,33
0,buiucani,sculeni,3
900,buiucani,sculeni,27
1800,buiucani,sculeni,27
2700,buiucani,sculeni,27
3600,buiucani,sculeni,27
4500,buiucani,sculeni,27
5400,buiucani,sculeni,27
6300,buiucani,sculeni,27
7200,buiucani,sculeni,27
8100,buiucani,sculeni,27
9000,buiucani,sculeni,27
9900,buiucani,sculeni,27
10800,buiucani,sculeni,27
11700,buiucani,sculeni,27
12600,buiucani,sculeni,27
13500,buiucani,sculeni,27
14400,buiucani,sculeni,27
15300,buiucani,sculeni,27
16200,buiucani,sculeni,27
17100,buiucani,sculeni,27
18000,buiucani,sculeni,27
18900,buiucani,sculeni,27
19800,buiucani,sculeni,27
20700,buiucani,sculeni,27
21600,buiucani,sculeni,27
22500,buiucani,sculeni,27
23400,buiucani,sculeni,27
24300,buiucani,sculeni,27
25200,buiucani,sculeni,27
26100,buiucani,sculeni,27
27000,buiucani,sculeni,27
27900,buiucani,sculeni,27
28800,buiucani,sculeni,27
29700,buiucani,sculeni,27
30600,buiucani,sculeni,27
31500,buiucani,sculeni,27
32400,buiucani,sculeni,27
33300,buiucani,sculeni,27
34200,buiucani,sculeni,27
35100,buiucani,sculeni,27
36000,buiucani,sculeni,27
36900,buiucani,sculeni,27
37800,buiucani,sculeni,27
38700,buiucani,sculeni,27
39600,buiucani,sculeni,27
40500,buiucani,sculeni,27
41400,buiucani,sculeni,27
42300,buiucani,sculeni,27
43200,buiucani,sculeni,27
44100,buiucani,sculeni,27
45000,buiucani,sculeni,27
45900,buiucani,sculeni,27
46800,buiucani,sculeni,27
47700,buiucani,sculeni,27
48600,buiucani,sculeni,27
49500,buiucani,sculeni,27
50400,buiucani,sculeni,27
51300,buiucani,sculeni,27
52200,buiucani,sculeni,27
53100,buiucani,sculeni,27
54000,buiucani,sculeni,27
54900,buiucani,sculeni,27
55800,buiucani,sculeni,27
56700,buiucani,sculeni,27
57600,buiucani,sculeni,27
58500,buiucani,sculeni,27
59400,buiucani,sculeni,27
60300,buiucani,sculeni,27
61200,buiucani,sculeni,27
62100,buiucani,sculeni,27
63000,buiucani,sculeni,27
63900,buiucani,sculeni,27
64800,buiucani,sculeni,27
65700,buiucani,sculeni,27
66600,buiucani,sculeni,27
67500,buiucani,sculeni,27
68400,buiucani,sculeni,27
69300,buiucani,sculeni,27
70200,buiucani,sculeni,27
71100,buiucani,sculeni,27
72000,buiucani,sculeni,27
72900,buiucani,sculeni,27
73800,buiucani,sculeni,27
74700,buiucani,sculeni,27
75600,buiucani,sculeni,27
76500,buiucani,sculeni,27
77400,buiucani,sculeni,27
78300,buiucani,sculeni,27
79200,buiucani,sculeni,27
80100,buiucani,sculeni,27
81000,buiucani,sculeni,27
81900,buiucani,sculeni,27
82800,buiucani,sculeni,27
83700,buiucani,sculeni,27
84600,buiucani,sculeni,27
85500,buiucani,sculeni,27
0,buiucani,telecentru,3
900,buiucani,telecentru,15
1800,buiucani,telecentru,15
2700,buiucani,telecentru,15
3600,buiucani,telecentru,15
4500,buiucani,telecentru,15
5400,buiucani,telecentru,15
6300,buiucani,telecentru,15
7200,buiucani,telecentru,15
8100,buiucani,telecentru,15
9000,buiucani,telecentru,15
9900,buiucani,telecentru,15
10800,buiucani,telecentru,15
11700,buiucani,telecentru,15
12600,buiucani,telecentru,15
13500,buiucani,telecentru,15
14400,buiucani,telecentru,15
15300,buiucani,telecentru,15
16200,buiucani,telecentru,15
17100,buiucani,telecentru,15
18000,buiucani,telecentru,15
18900,buiucani,telecentru,15
19800,buiucani,telecentru,15
20700,buiucani,telecentru,15
21600,buiucani,telecentru,15
22500,buiucani,telecentru,15
23400,buiucani,telecentru,15
24300,buiucani,telecentru,15
25200,buiucani,telecentru,15
26100,buiucani,telecentru,15
27000,buiucani,telecentru,15
27900,buiucani,telecentru,15
28800,buiucani,telecentru,15
29700,buiucani,telecentru,15
30600,buiucani,telecentru,15
31500,buiucani,telecentru,15
32400,buiucani,telecentru,15
33300,buiucani,telecentru,15
34200,buiucani,telecentru,15
35100,buiucani,telecentru,15
36000,buiucani,telecentru,15
36900,buiucani,telecentru,15
37800,buiucani,telecentru,15
38700,buiucani,telecentru,15
39600,buiucani,telecentru,15
40500,buiucani,telecentru,15
41400,buiucani,telecentru,15
42300,buiucani,telecentru,15
43200,buiucani,telecentru,15
44100,buiucani,telecentru,15
45000,buiucani,telecentru,15
45900,buiucani,telecentru,15
46800,buiucani,telecentru,15
47700,buiucani,telecentru,15
48600,buiucani,telecentru,15
49500,buiucani,telecentru,15
50400,buiucani,telecentru,15
51300,buiucani,telecentru,15
52200,buiucani,telecentru,15
53100,buiucani,telecentru,15
54000,buiucani,telecentru,15
54900,buiucani,telecentru,15
55800,buiucani,telecentru,15
56700,buiucani,telecentru,15
57600,buiucani,telecentru,15
58500,buiucani,telecentru,15
59400,buiucani,telecentru,15
60300,buiucani,telecentru,15
61200,buiucani,telecentru,15
62100,buiucani,telecentru,15
63000,buiucani,telecentru,15
63900,buiucani,telecentru,15
64800,buiucani,telecentru,15
65700,buiucani,telecentru,15
66600,buiucani,telecentru,15
67500,buiucani,telecentru,15
68400,buiucani,telecentru,15
69300,buiucani,telecentru,15
70200,buiucani,telecentru,15
71100,buiucani,telecentru,15
72000,buiucani,telecentru,15
72900,buiucani,telecentru,15
73800,buiucani,telecentru,15
74700,buiucani,telecentru,15
75600,buiucani,telecentru,15
76500,buiucani,telecentru,15
77400,buiucani,telecentru,15
78300,buiucani,telecentru,15
79200,buiucani,telecentru,15
80100,buiucani,telecentru,15
81000,buiucani,telecentru,15
81900,buiucani,telecentru,15
82800,buiucani,telecentru,15
83700,buiucani,telecentru,15
84600,buiucani,telecentru,15
85500,buiucani,telecentru,15
0,centru,botanica,3
900,centru,botanica,24
1800,centru,botanica,24
2700,centru,botanica,24
3600,centru,botanica,24
4500,centru,botanica,24
5400,centru,botanica,24
6300,centru,botanica,24
7200,centru,botanica,24
8100,centru,botanica,24
9000,centru,botanica,24
9900,centru,botanica,24
10800,centru,botanica,24
11700,centru,botanica,24
12600,centru,botanica,24
13500,centru,botanica,24
14400,centru,botanica,24
15300,centru,botanica,24
16200,centru,botanica,24
17100,centru,botanica,24
18000,centru,botanica,24
18900,centru,botanica,24
19800,centru,botanica,24
20700,centru,botanica,24
21600,centru,botanica,24
22500,centru,botanica,24
23400,centru,botanica,24
24300,centru,botanica,24
25200,centru,botanica,24
26100,centru,botanica,24
27000,centru,botanica,24
27900,centru,botanica,24
28800,centru,botanica,24
29700,centru,botanica,24
30600,centru,botanica,24
31500,centru,botanica,24
32400,centru,botanica,24
33300,centru,botanica,24
34200,centru,botanica,24
35100,centru,botanica,24
36000,centru,botanica,24
36900,centru,botanica,24
37800,centru,botanica,24
38700,centru,botanica,24
39600,centru,botanica,24
40500,centru,botanica,24
41400,centru,botanica,24
42300,centru,botanica,24
43200,centru,botanica,24
44100,centru,botanica,24
45000,centru,botanica,24
45900,centru,botanica,24
46800,centru,botanica,24
47700,centru,botanica,24
48600,centru,botanica,24
49500,centru,botanica,24
50400,centru,botanica,24
51300,centru,botanica,24
52200,centru,botanica,24
53100,centru,botanica,24
54000,centru,botanica,24
54900,centru,botanica,24
55800,centru,botanica,24
56700,centru,botanica,24
57600,centru,botanica,24
58500,centru,botanica,24
59400,centru,botanica,24
60300,centru,botanica,24
61200,centru,botanica,24
62100,centru,botanica,24
63000,centru,botanica,24
63900,centru,botanica,24
64800,centru,botanica,24
65700,centru,botanica,24
66600,centru,botanica,24
67500,centru,botanica,24
68400,centru,botanica,24
69300,centru,botanica,24
70200,centru,botanica,24
71100,centru,botanica,24
72000,centru,botanica,24
72900,centru,botanica,24
73800,centru,botanica,24
74700,centru,botanica,24
75600,centru,botanica,24
76500,centru,botanica,24
77400,centru,botanica,24
78300,centru,botanica,24
79200,centru,botanica,24
80100,centru,botanica,24
81000,centru,botanica,24
81900,centru,botanica,24
82800,centru,botanica,24
83700,centru,botanica,24
84600,centru,botanica,24
85500,centru,botanica,24
0,centru,buiucani,3
900,centru,buiucani,18
1800,centru,buiucani,18
2700,centru,buiucani,18
3600,centru,buiucani,18
4500,centru,buiucani,18
5400,centru,buiucani,18
6300,centru,buiucani,18
7200,centru,buiucani,18
8100,centru,buiucani,18
9000,centru,buiucani,18
9900,centru,buiucani,18
10800,centru,buiucani,18
11700,centru,buiucani,18
12600,centru,buiucani,18
13500,centru,buiucani,18
14400,centru,buiucani,18
15300,centru,buiucani,18
16200,centru,buiucani,18
17100,centru,buiucani,18
18000,centru,buiucani,18
18900,centru,buiucani,18
19800,centru,buiucani,18
20700,centru,buiucani,18
21600,centru,buiucani,18
22500,centru,buiucani,18
23400,centru,buiucani,18
24300,centru,buiucani,18
25200,centru,buiucani,18
26100,centru,buiucani,18
27000,centru,buiucani,18
27900,centru,buiucani,18
28800,centru,buiucani,18
29700,centru,buiucani,18
30600,centru,buiucani,18
31500,centru,buiucani,18
32400,centru,buiucani,18
33300,centru,buiucani,18
34200,centru,buiucani,18
35100,centru,buiucani,18
36000,centru,buiucani,18
36900,centru,buiucani,18
37800,centru,buiucani,18
38700,centru,buiucani,18
39600,centru,buiucani,18
40500,centru,buiucani,18
41400,centru,buiucani,18
42300,centru,buiucani,18
43200,centru,buiucani,18
44100,centru,buiucani,18
45000,centru,buiucani,18
45900,centru,buiucani,18
46800,centru,buiucani,18
47700,centru,buiucani,18
48600,centru,buiucani,18
49500,centru,buiucani,18
50400,centru,buiucani,18
51300,centru,buiucani,18
52200,centru,buiucani,18
53100,centru,buiucani,18
54000,centru,buiucani,18
54900,centru,buiucani,18
55800,centru,buiucani,18
56700,centru,buiucani,18
57600,centru,buiucani,18
58500,centru,buiucani,18
59400,centru,buiucani,18
60300,centru,buiucani,18
61200,centru,buiucani,18
62100,centru,buiucani,18
63000,centru,buiucani,18
63900,centru,buiucani,18
64800,centru,buiucani,18
65700,centru,buiucani,18
66600,centru,buiucani,18
67500,centru,buiucani,18
68400,centru,buiucani,18
69300,centru,buiucani,18
70200,centru,buiucani,18
71100,centru,buiucani,18
72000,centru,buiucani,18
72900,centru,buiucani,18
73800,centru,buiucani,18
74700,centru,buiucani,18
75600,centru,buiucani,18
76500,centru,buiucani,18
77400,centru,buiucani,18
78300,centru,buiucani,18
79200,centru,buiucani,18
80100,centru,buiucani,18
81000,centru,buiucani,18
81900,centru,buiucani,18
82800,centru,buiucani,18
83700,centru,buiucani,18
84600,centru,buiucani,18
85500,centru,buiucani,18
0,centru,ciocana,3
900,centru,ciocana,12
1800,centru,ciocana,12
2700,centru,ciocana,12
3600,centru,ciocana,12
4500,centru,ciocana,12
5400,centru,ciocana,12
6300,centru,ciocana,12
7200,centru,ciocana,12
8100,centru,ciocana,12
9000,centru,ciocana,12
9900,centru,ciocana,12
10800,centru,ciocana,12
11700,centru,ciocana,12
12600,centru,ciocana,12
13500,centru,ciocana,12
14400,centru,ciocana,12
15300,centru,ciocana,12
16200,centru,ciocana,12
17100,centru,ciocana,12
18000,centru,ciocana,12
18900,centru,ciocana,12
19800,centru,ciocana,12
20700,centru,ciocana,12
21600,centru,ciocana,12
22500,centru,ciocana,12
23400,centru,ciocana,12
24300,centru,ciocana,12
25200,centru,ciocana,12
26100,centru,ciocana,12
27000,centru,ciocana,12
27900,centru,ciocana,12
28800,centru,ciocana,12
29700,centru,ciocana,12
30600,centru,ciocana,12
31500,centru,ciocana,12
32400,centru,ciocana,12
33300,centru,ciocana,12
34200,centru,ciocana,12
35100,centru,ciocana,12
36000,centru,ciocana,12
36900,centru,ciocana,12
37800,centru,ciocana,12
38700,centru,ciocana,12
39600,centru,ciocana,12
40500,centru,ciocana,12
41400,centru,ciocana,12
42300,centru,ciocana,12
43200,centru,ciocana,12
44100,centru,ciocana,12
45000,centru,ciocana,12
45900,centru,ciocana,12
46800,centru,ciocana,12
47700,centru,ciocana,12
48600,centru,ciocana,12
49500,centru,ciocana,12
50400,centru,ciocana,12
51300,centru,ciocana,12
52200,centru,ciocana,12
53100,centru,ciocana,12
54000,centru,ciocana,12
54900,centru,ciocana,12
55800,centru,ciocana,12
56700,centru,ciocana,12
57600,centru,ciocana,12
58500,centru,ciocana,12
59400,centru,ciocana,12
60300,centru,ciocana,12
61200,centru,ciocana,12
62100,centru,ciocana,12
63000,centru,ciocana,12
63900,centru,ciocana,12
64800,centru,ciocana,12
65700,centru,ciocana,12
66600,centru,ciocana,12
67500,centru,ciocana,12
68400,centru,ciocana,12
69300,centru,ciocana,12
70200,centru,ciocana,12
71100,centru,ciocana,12
72000,centru,ciocana,12
72900,centru,ciocana,12
73800,centru,ciocana,12
74700,centru,ciocana,12
75600,centru,ciocana,12
76500,centru,ciocana,12
77400,centru,ciocana,12
78300,centru,ciocana,12
79200,centru,ciocana,12
80100,centru,ciocana,12
81000,centru,ciocana,12
81900,centru,ciocana,12
82800,centru,ciocana,12
83700,centru,ciocana,12
84600,centru,ciocana,12
85500,centru,ciocana,12
900,centru,durlesti,9
1800,centru,durlesti,9
2700,centru,durlesti,9
3600,centru,durlesti,9
4500,centru,durlesti,9
5400,centru,durlesti,9
6300,centru,durlesti,9
7200,centru,durlesti,9
8100,centru,durlesti,9
9000,centru,durlesti,9
9900,centru,durlesti,9
10800,centru,durlesti,9
11700,centru,durlesti,9
12600,centru,durlesti,9
13500,centru,durlesti,9
14400,centru,durlesti,9
15300,centru,durlesti,9
16200,centru,durlesti,9
17100,centru,durlesti,9
18000,centru,durlesti,9
18900,centru,durlesti,9
19800,centru,durlesti,9
20700,centru,durlesti,9
21600,centru,durlesti,9
22500,centru,durlesti,9
23400,centru,durlesti,9
24300,centru,durlesti,9
25200,centru,durlesti,9
26100,centru,durlesti,9
27000,centru,durlesti,9
27900,centru,durlesti,9
28800,centru,durlesti,9
29700,centru,durlesti,9
30600,centru,durlesti,9
31500,centru,durlesti,9
32400,centru,durlesti,9
33300,centru,durlesti,9
34200,centru,durlesti,9
35100,centru,durlesti,9
36000,centru,durlesti,9
36900,centru,durlesti,9
37800,centru,durlesti,9
38700,centru,durlesti,9
39600,centru,durlesti,9
40500,centru,durlesti,9
41400,centru,durlesti,9
42300,centru,durlesti,9
43200,centru,durlesti,9
44100,centru,durlesti,9
45000,centru,durlesti,9
45900,centru,durlesti,9
46800,centru,durlesti,9
47700,centru,durlesti,9
48600,centru,durlesti,9
49500,centru,durlesti,9
50400,centru,durlesti,9
51300,centru,durlesti,9
52200,centru,durlesti,9
53100,centru,durlesti,9
54000,centru,durlesti,9
54900,centru,durlesti,9
55800,centru,durlesti,9
56700,centru,durlesti,9
57600,centru,durlesti,9
58500,centru,durlesti,9
59400,centru,durlesti,9
60300,centru,durlesti,9
61200,centru,durlesti,9
62100,centru,durlesti,9
63000,centru,durlesti,9
63900,centru,durlesti,9
64800,centru,durlesti,9
65700,centru,durlesti,9
66600,centru,durlesti,9
67500,centru,durlesti,9
68400,centru,durlesti,9
69300,centru,durlesti,9
70200,centru,durlesti,9
71100,centru,durlesti,9
72000,centru,durlesti,9
72900,centru,durlesti,9
73800,centru,durlesti,9
74700,centru,durlesti,9
75600,centru,durlesti,9
76500,centru,durlesti,9
77400,centru,durlesti,9
78300,centru,durlesti,9
79200,centru,durlesti,9
80100,centru,durlesti,9
81000,centru,durlesti,9
81900,centru,durlesti,9
82800,centru,durlesti,9
83700,centru,durlesti,9
84600,centru,durlesti,9
85500,centru,durlesti,9
0,centru,riscani,3
900,centru,riscani,27
1800,centru,riscani,27
2700,centru,riscani,27
3600,centru,riscani,27
4500,centru,riscani,27
5400,centru,riscani,27
6300,centru,riscani,27
7200,centru,riscani,27
8100,centru,riscani,27
9000,centru,riscani,27
9900,centru,riscani,27
10800,centru,riscani,27
11700,centru,riscani,27
12600,centru,riscani,27
13500,centru,riscani,27
14400,centru,riscani,27
15300,centru,riscani,27
16200,centru,riscani,27
17100,centru,riscani,27
18000,centru,riscani,27
18900,centru,riscani,27
19800,centru,riscani,27
20700,centru,riscani,27
21600,centru,riscani,27
22500,centru,riscani,27
23400,centru,riscani,27
24300,centru,riscani,27
25200,centru,riscani,27
26100,centru,riscani,27
27000,centru,riscani,27
27900,centru,riscani,27
28800,centru,riscani,27
29700,centru,riscani,27
30600,centru,riscani,27
31500,centru,riscani,27
32400,centru,riscani,27
33300,centru,riscani,27
34200,centru,riscani,27
35100,centru,riscani,27
36000,centru,riscani,27
36900,centru,riscani,27
37800,centru,riscani,27
38700,centru,riscani,27
39600,centru,riscani,27
40500,centru,riscani,27
41400,centru,riscani,27
42300,centru,riscani,27
43200,centru,riscani,27
44100,centru,riscani,27
45000,centru,riscani,27
45900,centru,riscani,27
46800,centru,riscani,27
47700,centru,riscani,27
48600,centru,riscani,27
49500,centru,riscani,27
50400,centru,riscani,27
51300,centru,riscani,27
52200,centru,riscani,27
53100,centru,riscani,27
54000,centru,riscani,27
54900,centru,riscani,27
55800,centru,riscani,27
56700,centru,riscani,27
57600,centru,riscani,27
58500,centru,riscani,27
59400,centru,riscani,27
60300,centru,riscani,27
61200,centru,riscani,27
62100,centru,riscani,27
63000,centru,riscani,27
63900,centru,riscani,27
64800,centru,riscani,27
65700,centru,riscani,27
66600,centru,riscani,27
67500,centru,riscani,27
68400,centru,riscani,27
69300,centru,riscani,27
70200,centru,riscani,27
71100,centru,riscani,27
72000,centru,riscani,27
72900,centru,riscani,27
73800,centru,riscani,27
74700,centru,riscani,27
75600,centru,riscani,27
76500,centru,riscani,27
77400,centru,riscani,27
78300,centru,riscani,27
79200,centru,riscani,27
80100,centru,riscani,27
81000,centru,riscani,27
81900,centru,riscani,27
82800,centru,riscani,27
83700,centru,riscani,27
84600,centru,riscani,27
85500,centru,riscani,27
900,centru,sculeni,6
1800,centru,sculeni,6
2700,centru,sculeni,6
3600,centru,sculeni,6
4500,centru,sculeni,6
5400,centru,sculeni,6
6300,centru,sculeni,6
7200,centru,sculeni,6
8100,centru,sculeni,6
9000,centru,sculeni,6
9900,centru,sculeni,6
10800,centru,sculeni,6
11700,centru,sculeni,6
12600,centru,sculeni,6
13500,centru,sculeni,6
14400,centru,sculeni,6
15300,centru,sculeni,6
16200,centru,sculeni,6
17100,centru,sculeni,6
18000,centru,sculeni,6
18900,centru,sculeni,6
19800,centru,sculeni,6
20700,centru,sculeni,6
21600,centru,sculeni,6
22500,centru,sculeni,6
23400,centru,sculeni,6
24300,centru,sculeni,6
25200,centru,sculeni,6
26100,centru,sculeni,6
27000,centru,sculeni,6
27900,centru,sculeni,6
28800,centru,sculeni,6
29700,centru,sculeni,6
30600,centru,sculeni,6
31500,centru,sculeni,6
32400,centru,sculeni,6
33300,centru,sculeni,6
34200,centru,sculeni,6
35100,centru,sculeni,6
36000,centru,sculeni,6
36900,centru,sculeni,6
37800,centru,sculeni,6
38700,centru,sculeni,6
39600,centru,sculeni,6
40500,centru,sculeni,6
41400,centru,sculeni,6
42300,centru,sculeni,6
43200,centru,sculeni,6
44100,centru,sculeni,6
45000,centru,sculeni,6
45900,centru,sculeni,6
46800,centru,sculeni,6
47700,centru,sculeni,6
48600,centru,sculeni,6
49500,centru,sculeni,6
50400,centru,sculeni,6
51300,centru,sculeni,6
52200,centru,sculeni,6
53100,centru,sculeni,6
54000,centru,sculeni,6
54900,centru,sculeni,6
55800,centru,sculeni,6
56700,centru,sculeni,6
57600,centru,sculeni,6
58500,centru,sculeni,6
59400,centru,sculeni,6
60300,centru,sculeni,6
61200,centru,sculeni,6
62100,centru,sculeni,6
63000,centru,sculeni,6
63900,centru,sculeni,6
64800,centru,sculeni,6
65700,centru,sculeni,6
66600,centru,sculeni,6
67500,centru,sculeni,6
68400,centru,sculeni,6
69300,centru,sculeni,6
70200,centru,sculeni,6
71100,centru,sculeni,6
72000,centru,sculeni,6
72900,centru,sculeni,6
73800,centru,sculeni,6
74700,centru,sculeni,6
75600,centru,sculeni,6
76500,centru,sculeni,6
77400,centru,sculeni,6
78300,centru,sculeni,6
79200,centru,sculeni,6
80100,centru,sculeni,6
81000,centru,sculeni,6
81900,centru,sculeni,6
82800,centru,sculeni,6
83700,centru,sculeni,6
84600,centru,sculeni,6
85500,centru,sculeni,6
0,centru,telecentru,6
900,centru,telecentru,33
1800,centru,telecentru,33
2700,centru,telecentru,33
3600,centru,telecentru,33
4500,centru,telecentru,33
5400,centru,telecentru,33
6300,centru,telecentru,33
7200,centru,telecentru,33
8100,centru,telecentru,33
9000,centru,telecentru,33
9900,centru,telecentru,33
10800,centru,telecentru,33
11700,centru,telecentru,33
12600,centru,telecentru,33
13500,centru,telecentru,33
14400,centru,telecentru,33
15300,centru,telecentru,33
16200,centru,telecentru,33
17100,centru,telecentru,33
18000,centru,telecentru,33
18900,centru,telecentru,33
19800,centru,telecentru,33
20700,centru,telecentru,33
21600,centru,telecentru,33
22500,centru,telecentru,33
23400,centru,telecentru,33
24300,centru,telecentru,33
25200,centru,telecentru,33
26100,centru,telecentru,33
27000,centru,telecentru,33
27900,centru,telecentru,33
28800,centru,telecentru,33
29700,centru,telecentru,33
30600,centru,telecentru,33
31500,centru,telecentru,33
32400,centru,telecentru,33
33300,centru,telecentru,33
34200,centru,telecentru,33
35100,centru,telecentru,33
36000,centru,telecentru,33
36900,centru,telecentru,33
37800,centru,telecentru,33
38700,centru,telecentru,33
39600,centru,telecentru,33
40500,centru,telecentru,33
41400,centru,telecentru,33
42300,centru,telecentru,33
43200,centru,telecentru,33
44100,centru,telecentru,33
45000,centru,telecentru,33
45900,centru,telecentru,33
46800,centru,telecentru,33
47700,centru,telecentru,33
48600,centru,telecentru,33
49500,centru,telecentru,33
50400,centru,telecentru,33
51300,centru,telecentru,33
52200,centru,telecentru,33
53100,centru,telecentru,33
54000,centru,telecentru,33
54900,centru,telecentru,33
55800,centru,telecentru,33
56700,centru,telecentru,33
57600,centru,telecentru,33
58500,centru,telecentru,33
59400,centru,telecentru,33
60300,centru,telecentru,33
61200,centru,telecentru,33
62100,centru,telecentru,33
63000,centru,telecentru,33
63900,centru,telecentru,33
64800,centru,telecentru,33
65700,centru,telecentru,33
66600,centru,telecentru,33
67500,centru,telecentru,33
68400,centru,telecentru,33
69300,centru,telecentru,33
70200,centru,telecentru,33
71100,centru,telecentru,33
72000,centru,telecentru,33
72900,centru,telecentru,33
73800,centru,telecentru,33
74700,centru,telecentru,33
75600,centru,telecentru,33
76500,centru,telecentru,33
77400,centru,telecentru,33
78300,centru,telecentru,33
79200,centru,telecentru,33
80100,centru,telecentru,33
81000,centru,telecentru,33
81900,centru,telecentru,33
82800,centru,telecentru,33
83700,centru,telecentru,33
84600,centru,telecentru,33
85500,centru,telecentru,33
0,ciocana,botanica,3
900,ciocana,botanica,12
1800,ciocana,botanica,12
2700,ciocana,botanica,12
3600,ciocana,botanica,12
4500,ciocana,botanica,12
5400,ciocana,botanica,12
6300,ciocana,botanica,12
7200,ciocana,botanica,12
8100,ciocana,botanica,12
9000,ciocana,botanica,12
9900,ciocana,botanica,12
10800,ciocana,botanica,12
11700,ciocana,botanica,12
12600,ciocana,botanica,12
13500,ciocana,botanica,12
14400,ciocana,botanica,12
15300,ciocana,botanica,12
16200,ciocana,botanica,12
17100,ciocana,botanica,12
18000,ciocana,botanica,12
18900,ciocana,botanica,12
19800,ciocana,botanica,12
20700,ciocana,botanica,12
21600,ciocana,botanica,12
22500,ciocana,botanica,12
23400,ciocana,botanica,12
24300,ciocana,botanica,12
25200,ciocana,botanica,12
26100,ciocana,botanica,12
27000,ciocana,botanica,12
27900,ciocana,botanica,12
28800,ciocana,botanica,12
29700,ciocana,botanica,12
30600,ciocana,botanica,12
31500,ciocana,botanica,12
32400,ciocana,botanica,12
33300,ciocana,botanica,12
34200,ciocana,botanica,12
35100,ciocana,botanica,12
36000,ciocana,botanica,12
36900,ciocana,botanica,12
37800,ciocana,botanica,12
38700,ciocana,botanica,12
39600,ciocana,botanica,12
40500,ciocana,botanica,12
41400,ciocana,botanica,12
42300,ciocana,botanica,12
