time_bin,origin,destination,trips
51300,buiucani,durlesti,7
52200,buiucani,durlesti,7
53100,buiucani,durlesti,7
54000,buiucani,durlesti,7
54900,buiucani,durlesti,7
55800,buiucani,durlesti,7
56700,buiucani,durlesti,7
57600,buiucani,durlesti,7
58500,buiucani,durlesti,7
59400,buiucani,durlesti,7
60300,buiucani,durlesti,7
61200,buiucani,durlesti,7
62100,buiucani,durlesti,7
63000,buiucani,durlesti,7
63900,buiucani,durlesti,7
64800,buiucani,durlesti,7
65700,buiucani,durlesti,7
66600,buiucani,durlesti,7
67500,buiucani,durlesti,7
68400,buiucani,durlesti,7
69300,buiucani,durlesti,7
70200,buiucani,durlesti,7
71100,buiucani,durlesti,7
72000,buiucani,durlesti,7
72900,buiucani,durlesti,7
73800,buiucani,durlesti,7
74700,buiucani,durlesti,7
75600,buiucani,durlesti,7
76500,buiucani,durlesti,7
77400,buiucani,durlesti,7
78300,buiucani,durlesti,7
79200,buiucani,durlesti,7
80100,buiucani,durlesti,7
81000,buiucani,durlesti,7
81900,buiucani,durlesti,7
82800,buiucani,durlesti,7
83700,buiucani,durlesti,7
84600,buiucani,durlesti,7
85500,buiucani,durlesti,7
0,buiucani,riscani,2
900,buiucani,riscani,11
1800,buiucani,riscani,11
2700,buiucani,riscani,11
3600,buiucani,riscani,11
4500,buiucani,riscani,11
5400,buiucani,riscani,11
6300,buiucani,riscani,11
7200,buiucani,riscani,11
8100,buiucani,riscani,11
9000,buiucani,riscani,11
9900,buiucani,riscani,11
10800,buiucani,riscani,11
11700,buiucani,riscani,11
12600,buiucani,riscani,11
13500,buiucani,riscani,11
14400,buiucani,riscani,11
15300,buiucani,riscani,11
16200,buiucani,riscani,11
17100,buiucani,riscani,11
18000,buiucani,riscani,11
18900,buiucani,riscani,11
19800,buiucani,riscani,11
20700,buiucani,riscani,11
21600,buiucani,riscani,11
22500,buiucani,riscani,11
23400,buiucani,riscani,11
24300,buiucani,riscani,11
25200,buiucani,riscani,11
26100,buiucani,riscani,11
27000,buiucani,riscani,11
27900,buiucani,riscani,11
28800,buiucani,riscani,11
29700,buiucani,riscani,11
30600,buiucani,riscani,11
31500,buiucani,riscani,11
32400,buiucani,riscani,11
33300,buiucani,riscani,11
34200,buiucani,riscani,11
35100,buiucani,riscani,11
36000,buiucani,riscani,11
36900,buiucani,riscani,11
37800,buiucani,riscani,11
38700,buiucani,riscani,11
39600,buiucani,riscani,11
40500,buiucani,riscani,11
41400,buiucani,riscani,11
42300,buiucani,riscani,11
43200,buiucani,riscani,11
44100,buiucani,riscani,11
45000,buiucani,riscani,11
45900,buiucani,riscani,11
46800,buiucani,riscani,11
47700,buiucani,riscani,11
48600,buiucani,riscani,11
49500,buiucani,riscani,11
50400,buiucani,riscani,11
51300,buiucani,riscani,11
52200,buiucani,riscani,11
53100,buiucani,riscani,11
54000,buiucani,riscani,11
54900,buiucani,riscani,11
55800,buiucani,riscani,11
56700,buiucani,riscani,11
57600,buiucani,riscani,11
58500,buiucani,riscani,11
59400,buiucani,riscani,11
60300,buiucani,riscani,11
61200,buiucani,riscani,11
62100,buiucani,riscani,11
63000,buiucani,riscani,11
63900,buiucani,riscani,11
64800,buiucani,riscani,11
65700,buiucani,riscani,11
66600,buiucani,riscani,11
67500,buiucani,riscani,11
68400,buiucani,riscani,11
69300,buiucani,riscani,11
70200,buiucani,riscani,11
71100,buiucani,riscani,11
72000,buiucani,riscani,11
72900,buiucani,riscani,11
73800,buiucani,riscani,11
74700,buiucani,riscani,11
75600,buiucani,riscani,11
76500,buiucani,riscani,11
77400,buiucani,riscani,11
78300,buiucani,riscani,11
79200,buiucani,riscani,11
80100,buiucani,riscani,11
81000,buiucani,riscani,11
81900,buiucani,riscani,11
82800,buiucani,riscani,11
83700,buiucani,riscani,11
84600,buiucani,riscani,11
85500,buiucani,riscani,11
0,buiucani,sculeni,1
900,buiucani,sculeni,9
1800,buiucani,sculeni,9
2700,buiucani,sculeni,9
3600,buiucani,sculeni,9
4500,buiucani,sculeni,9
5400,buiucani,sculeni,9
6300,buiucani,sculeni,9
7200,buiucani,sculeni,9
8100,buiucani,sculeni,9
9000,buiucani,sculeni,9
9900,buiucani,sculeni,9
10800,buiucani,sculeni,9
11700,buiucani,sculeni,9
12600,buiucani,sculeni,9
13500,buiucani,sculeni,9
14400,buiucani,sculeni,9
15300,buiucani,sculeni,9
16200,buiucani,sculeni,9
17100,buiucani,sculeni,9
18000,buiucani,sculeni,9
18900,buiucani,sculeni,9
19800,buiucani,sculeni,9
20700,buiucani,sculeni,9
21600,buiucani,sculeni,9
22500,buiucani,sculeni,9
23400,buiucani,sculeni,9
24300,buiucani,sculeni,9
25200,buiucani,sculeni,9
26100,buiucani,sculeni,9
27000,buiucani,sculeni,9
27900,buiucani,sculeni,9
28800,buiucani,sculeni,9
29700,buiucani,sculeni,9
30600,buiucani,sculeni,9
31500,buiucani,sculeni,9
32400,buiucani,sculeni,9
33300,buiucani,sculeni,9
34200,buiucani,sculeni,9
35100,buiucani,sculeni,9
36000,buiucani,sculeni,9
36900,buiucani,sculeni,9
37800,buiucani,sculeni,9
38700,buiucani,sculeni,9
39600,buiucani,sculeni,9
40500,buiucani,sculeni,9
41400,buiucani,sculeni,9
42300,buiucani,sculeni,9
43200,buiucani,sculeni,9
44100,buiucani,sculeni,9
45000,buiucani,sculeni,9
45900,buiucani,sculeni,9
46800,buiucani,sculeni,9
47700,buiucani,sculeni,9
48600,buiucani,sculeni,9
49500,buiucani,sculeni,9
50400,buiucani,sculeni,9
51300,buiucani,sculeni,9
52200,buiucani,sculeni,9
53100,buiucani,sculeni,9
54000,buiucani,sculeni,9
54900,buiucani,sculeni,9
55800,buiucani,sculeni,9
56700,buiucani,sculeni,9
57600,buiucani,sculeni,9
58500,buiucani,sculeni,9
59400,buiucani,sculeni,9
60300,buiucani,sculeni,9
61200,buiucani,sculeni,9
62100,buiucani,sculeni,9
63000,buiucani,sculeni,9
63900,buiucani,sculeni,9
64800,buiucani,sculeni,9
65700,buiucani,sculeni,9
66600,buiucani,sculeni,9
67500,buiucani,sculeni,9
68400,buiucani,sculeni,9
69300,buiucani,sculeni,9
70200,buiucani,sculeni,9
71100,buiucani,sculeni,9
72000,buiucani,sculeni,9
72900,buiucani,sculeni,9
73800,buiucani,sculeni,9
74700,buiucani,sculeni,9
75600,buiucani,sculeni,9
76500,buiucani,sculeni,9
77400,buiucani,sculeni,9
78300,buiucani,sculeni,9
79200,buiucani,sculeni,9
80100,buiucani,sculeni,9
81000,buiucani,sculeni,9
81900,buiucani,sculeni,9
82800,buiucani,sculeni,9
83700,buiucani,sculeni,9
84600,buiucani,sculeni,9
85500,buiucani,sculeni,9
0,buiucani,telecentru,1
900,buiucani,telecentru,5
1800,buiucani,telecentru,5
2700,buiucani,telecentru,5
3600,buiucani,telecentru,5
4500,buiucani,telecentru,5
5400,buiucani,telecentru,5
6300,buiucani,telecentru,5
7200,buiucani,telecentru,5
8100,buiucani,telecentru,5
9000,buiucani,telecentru,5
9900,buiucani,telecentru,5
10800,buiucani,telecentru,5
11700,buiucani,telecentru,5
12600,buiucani,telecentru,5
13500,buiucani,telecentru,5
14400,buiucani,telecentru,5
15300,buiucani,telecentru,5
16200,buiucani,telecentru,5
17100,buiucani,telecentru,5
18000,buiucani,telecentru,5
18900,buiucani,telecentru,5
19800,buiucani,telecentru,5
20700,buiucani,telecentru,5
21600,buiucani,telecentru,5
22500,buiucani,telecentru,5
23400,buiucani,telecentru,5
24300,buiucani,telecentru,5
25200,buiucani,telecentru,5
26100,buiucani,telecentru,5
27000,buiucani,telecentru,5
27900,buiucani,telecentru,5
28800,buiucani,telecentru,5
29700,buiucani,telecentru,5
30600,buiucani,telecentru,5
31500,buiucani,telecentru,5
32400,buiucani,telecentru,5
33300,buiucani,telecentru,5
34200,buiucani,telecentru,5
35100,buiucani,telecentru,5
36000,buiucani,telecentru,5
36900,buiucani,telecentru,5
37800,buiucani,telecentru,5
38700,buiucani,telecentru,5
39600,buiucani,telecentru,5
40500,buiucani,telecentru,5
41400,buiucani,telecentru,5
42300,buiucani,telecentru,5
43200,buiucani,telecentru,5
44100,buiucani,telecentru,5
45000,buiucani,telecentru,5
45900,buiucani,telecentru,5
46800,buiucani,telecentru,5
47700,buiucani,telecentru,5
48600,buiucani,telecentru,5
49500,buiucani,telecentru,5
50400,buiucani,telecentru,5
51300,buiucani,telecentru,5
52200,buiucani,telecentru,5
53100,buiucani,telecentru,5
54000,buiucani,telecentru,5
54900,buiucani,telecentru,5
55800,buiucani,telecentru,5
56700,buiucani,telecentru,5
57600,buiucani,telecentru,5
58500,buiucani,telecentru,5
59400,buiucani,telecentru,5
60300,buiucani,telecentru,5
61200,buiucani,telecentru,5
62100,buiucani,telecentru,5
63000,buiucani,telecentru,5
63900,buiucani,telecentru,5
64800,buiucani,telecentru,5
65700,buiucani,telecentru,5
66600,buiucani,telecentru,5
67500,buiucani,telecentru,5
68400,buiucani,telecentru,5
69300,buiucani,telecentru,5
70200,buiucani,telecentru,5
71100,buiucani,telecentru,5
72000,buiucani,telecentru,5
72900,buiucani,telecentru,5
73800,buiucani,telecentru,5
74700,buiucani,telecentru,5
75600,buiucani,telecentru,5
76500,buiucani,telecentru,5
77400,buiucani,telecentru,5
78300,buiucani,telecentru,5
79200,buiucani,telecentru,5
80100,buiucani,telecentru,5
81000,buiucani,telecentru,5
81900,buiucani,telecentru,5
82800,buiucani,telecentru,5
83700,buiucani,telecentru,5
84600,buiucani,telecentru,5
85500,buiucani,telecentru,5
0,centru,botanica,1
900,centru,botanica,8
1800,centru,botanica,8
2700,centru,botanica,8
3600,centru,botanica,8
4500,centru,botanica,8
5400,centru,botanica,8
6300,centru,botanica,8
7200,centru,botanica,8
8100,centru,botanica,8
9000,centru,botanica,8
9900,centru,botanica,8
10800,centru,botanica,8
11700,centru,botanica,8
12600,centru,botanica,8
13500,centru,botanica,8
14400,centru,botanica,8
15300,centru,botanica,8
16200,centru,botanica,8
17100,centru,botanica,8
18000,centru,botanica,8
18900,centru,botanica,8
19800,centru,botanica,8
20700,centru,botanica,8
21600,centru,botanica,8
22500,centru,botanica,8
23400,centru,botanica,8
24300,centru,botanica,8
25200,centru,botanica,8
26100,centru,botanica,8
27000,centru,botanica,8
27900,centru,botanica,8
28800,centru,botanica,8
29700,centru,botanica,8
30600,centru,botanica,8
31500,centru,botanica,8
32400,centru,botanica,8
33300,centru,botanica,8
34200,centru,botanica,8
35100,centru,botanica,8
36000,centru,botanica,8
36900,centru,botanica,8
37800,centru,botanica,8
38700,centru,botanica,8
39600,centru,botanica,8
40500,centru,botanica,8
41400,centru,botanica,8
42300,centru,botanica,8
43200,centru,botanica,8
44100,centru,botanica,8
45000,centru,botanica,8
45900,centru,botanica,8
46800,centru,botanica,8
47700,centru,botanica,8
48600,centru,botanica,8
49500,centru,botanica,8
50400,centru,botanica,8
51300,centru,botanica,8
52200,centru,botanica,8
53100,centru,botanica,8
54000,centru,botanica,8
54900,centru,botanica,8
55800,centru,botanica,8
56700,centru,botanica,8
57600,centru,botanica,8
58500,centru,botanica,8
59400,centru,botanica,8
60300,centru,botanica,8
61200,centru,botanica,8
62100,centru,botanica,8
63000,centru,botanica,8
63900,centru,botanica,8
64800,centru,botanica,8
65700,centru,botanica,8
66600,centru,botanica,8
67500,centru,botanica,8
68400,centru,botanica,8
69300,centru,botanica,8
70200,centru,botanica,8
71100,centru,botanica,8
72000,centru,botanica,8
72900,centru,botanica,8
73800,centru,botanica,8
74700,centru,botanica,8
75600,centru,botanica,8
76500,centru,botanica,8
77400,centru,botanica,8
78300,centru,botanica,8
79200,centru,botanica,8
80100,centru,botanica,8
81000,centru,botanica,8
81900,centru,botanica,8
82800,centru,botanica,8
83700,centru,botanica,8
84600,centru,botanica,8
85500,centru,botanica,8
0,centru,buiucani,1
900,centru,buiucani,6
1800,centru,buiucani,6
2700,centru,buiucani,6
3600,centru,buiucani,6
4500,centru,buiucani,6
5400,centru,buiucani,6
6300,centru,buiucani,6
7200,centru,buiucani,6
8100,centru,buiucani,6
9000,centru,buiucani,6
9900,centru,buiucani,6
10800,centru,buiucani,6
11700,centru,buiucani,6
12600,centru,buiucani,6
13500,centru,buiucani,6
14400,centru,buiucani,6
15300,centru,buiucani,6
16200,centru,buiucani,6
17100,centru,buiucani,6
18000,centru,buiucani,6
18900,centru,buiucani,6
19800,centru,buiucani,6
20700,centru,buiucani,6
21600,centru,buiucani,6
22500,centru,buiucani,6
23400,centru,buiucani,6
24300,centru,buiucani,6
25200,centru,buiucani,6
26100,centru,buiucani,6
27000,centru,buiucani,6
27900,centru,buiucani,6
28800,centru,buiucani,6
29700,centru,buiucani,6
30600,centru,buiucani,6
31500,centru,buiucani,6
32400,centru,buiucani,6
33300,centru,buiucani,6
34200,centru,buiucani,6
35100,centru,buiucani,6
36000,centru,buiucani,6
36900,centru,buiucani,6
37800,centru,buiucani,6
38700,centru,buiucani,6
39600,centru,buiucani,6
40500,centru,buiucani,6
41400,centru,buiucani,6
42300,centru,buiucani,6
43200,centru,buiucani,6
44100,centru,buiucani,6
45000,centru,buiucani,6
45900,centru,buiucani,6
46800,centru,buiucani,6
47700,centru,buiucani,6
48600,centru,buiucani,6
49500,centru,buiucani,6
50400,centru,buiucani,6
51300,centru,buiucani,6
52200,centru,buiucani,6
53100,centru,buiucani,6
54000,centru,buiucani,6
54900,centru,buiucani,6
55800,centru,buiucani,6
56700,centru,buiucani,6
57600,centru,buiucani,6
58500,centru,buiucani,6
59400,centru,buiucani,6
60300,centru,buiucani,6
61200,centru,buiucani,6
62100,centru,buiucani,6
63000,centru,buiucani,6
63900,centru,buiucani,6
64800,centru,buiucani,6
65700,centru,buiucani,6
66600,centru,buiucani,6
67500,centru,buiucani,6
68400,centru,buiucani,6
69300,centru,buiucani,6
70200,centru,buiucani,6
71100,centru,buiucani,6
72000,centru,buiucani,6
72900,centru,buiucani,6
73800,centru,buiucani,6
74700,centru,buiucani,6
75600,centru,buiucani,6
76500,centru,buiucani,6
77400,centru,buiucani,6
78300,centru,buiucani,6
79200,centru,buiucani,6
80100,centru,buiucani,6
81000,centru,buiucani,6
81900,centru,buiucani,6
82800,centru,buiucani,6
83700,centru,buiucani,6
84600,centru,buiucani,6
85500,centru,buiucani,6
0,centru,ciocana,1
900,centru,ciocana,4
1800,centru,ciocana,4
2700,centru,ciocana,4
3600,centru,ciocana,4
4500,centru,ciocana,4
5400,centru,ciocana,4
6300,centru,ciocana,4
7200,centru,ciocana,4
8100,centru,ciocana,4
9000,centru,ciocana,4
9900,centru,ciocana,4
10800,centru,ciocana,4
11700,centru,ciocana,4
12600,centru,ciocana,4
13500,centru,ciocana,4
14400,centru,ciocana,4
15300,centru,ciocana,4
16200,centru,ciocana,4
17100,centru,ciocana,4
18000,centru,ciocana,4
18900,centru,ciocana,4
19800,centru,ciocana,4
20700,centru,ciocana,4
21600,centru,ciocana,4
22500,centru,ciocana,4
23400,centru,ciocana,4
24300,centru,ciocana,4
25200,centru,ciocana,4
26100,centru,ciocana,4
27000,centru,ciocana,4
27900,centru,ciocana,4
28800,centru,ciocana,4
29700,centru,ciocana,4
30600,centru,ciocana,4
31500,centru,ciocana,4
32400,centru,ciocana,4
33300,centru,ciocana,4
34200,centru,ciocana,4
35100,centru,ciocana,4
36000,centru,ciocana,4
36900,centru,ciocana,4
37800,centru,ciocana,4
38700,centru,ciocana,4
39600,centru,ciocana,4
40500,centru,ciocana,4
41400,centru,ciocana,4
42300,centru,ciocana,4
43200,centru,ciocana,4
44100,centru,ciocana,4
45000,centru,ciocana,4
45900,centru,ciocana,4
46800,centru,ciocana,4
47700,centru,ciocana,4
48600,centru,ciocana,4
49500,centru,ciocana,4
50400,centru,ciocana,4
51300,centru,ciocana,4
52200,centru,ciocana,4
53100,centru,ciocana,4
54000,centru,ciocana,4
54900,centru,ciocana,4
55800,centru,ciocana,4
56700,centru,ciocana,4
57600,centru,ciocana,4
58500,centru,ciocana,4
59400,centru,ciocana,4
60300,centru,ciocana,4
61200,centru,ciocana,4
62100,centru,ciocana,4
63000,centru,ciocana,4
63900,centru,ciocana,4
64800,centru,ciocana,4
65700,centru,ciocana,4
66600,centru,ciocana,4
67500,centru,ciocana,4
68400,centru,ciocana,4
69300,centru,ciocana,4
70200,centru,ciocana,4
71100,centru,ciocana,4
72000,centru,ciocana,4
72900,centru,ciocana,4
73800,centru,ciocana,4
74700,centru,ciocana,4
75600,centru,ciocana,4
76500,centru,ciocana,4
77400,centru,ciocana,4
78300,centru,ciocana,4
79200,centru,ciocana,4
80100,centru,ciocana,4
81000,centru,ciocana,4
81900,centru,ciocana,4
82800,centru,ciocana,4
83700,centru,ciocana,4
84600,centru,ciocana,4
85500,centru,ciocana,4
900,centru,durlesti,3
1800,centru,durlesti,3
2700,centru,durlesti,3
3600,centru,durlesti,3
4500,centru,durlesti,3
5400,centru,durlesti,3
6300,centru,durlesti,3
7200,centru,durlesti,3
8100,centru,durlesti,3
9000,centru,durlesti,3
9900,centru,durlesti,3
10800,centru,durlesti,3
11700,centru,durlesti,3
12600,centru,durlesti,3
13500,centru,durlesti,3
14400,centru,durlesti,3
15300,centru,durlesti,3
16200,centru,durlesti,3
17100,centru,durlesti,3
18000,centru,durlesti,3
18900,centru,durlesti,3
19800,centru,durlesti,3
20700,centru,durlesti,3
21600,centru,durlesti,3
22500,centru,durlesti,3
23400,centru,durlesti,3
24300,centru,durlesti,3
25200,centru,durlesti,3
26100,centru,durlesti,3
27000,centru,durlesti,3
27900,centru,durlesti,3
28800,centru,durlesti,3
29700,centru,durlesti,3
30600,centru,durlesti,3
31500,centru,durlesti,3
32400,centru,durlesti,3
33300,centru,durlesti,3
34200,centru,durlesti,3
35100,centru,durlesti,3
36000,centru,durlesti,3
36900,centru,durlesti,3
37800,centru,durlesti,3
38700,centru,durlesti,3
39600,centru,durlesti,3
40500,centru,durlesti,3
41400,centru,durlesti,3
42300,centru,durlesti,3
43200,centru,durlesti,3
44100,centru,durlesti,3
45000,centru,durlesti,3
45900,centru,durlesti,3
46800,centru,durlesti,3
47700,centru,durlesti,3
48600,centru,durlesti,3
49500,centru,durlesti,3
50400,centru,durlesti,3
51300,centru,durlesti,3
52200,centru,durlesti,3
53100,centru,durlesti,3
54000,centru,durlesti,3
54900,centru,durlesti,3
55800,centru,durlesti,3
56700,centru,durlesti,3
57600,centru,durlesti,3
58500,centru,durlesti,3
59400,centru,durlesti,3
60300,centru,durlesti,3
61200,centru,durlesti,3
62100,centru,durlesti,3
63000,centru,durlesti,3
63900,centru,durlesti,3
64800,centru,durlesti,3
65700,centru,durlesti,3
66600,centru,durlesti,3
67500,centru,durlesti,3
68400,centru,durlesti,3
69300,centru,durlesti,3
70200,centru,durlesti,3
71100,centru,durlesti,3
72000,centru,durlesti,3
72900,centru,durlesti,3
73800,centru,durlesti,3
74700,centru,durlesti,3
75600,centru,durlesti,3
76500,centru,durlesti,3
77400,centru,durlesti,3
78300,centru,durlesti,3
79200,centru,durlesti,3
80100,centru,durlesti,3
81000,centru,durlesti,3
81900,centru,durlesti,3
82800,centru,durlesti,3
83700,centru,durlesti,3
84600,centru,durlesti,3
85500,centru,durlesti,3
0,centru,riscani,1
900,centru,riscani,9
1800,centru,riscani,9
2700,centru,riscani,9
3600,centru,riscani,9
4500,centru,riscani,9
5400,centru,riscani,9
6300,centru,riscani,9
7200,centru,riscani,9
8100,centru,riscani,9
9000,centru,riscani,9
9900,centru,riscani,9
10800,centru,riscani,9
11700,centru,riscani,9
12600,centru,riscani,9
13500,centru,riscani,9
14400,centru,riscani,9
15300,centru,riscani,9
16200,centru,riscani,9
17100,centru,riscani,9
18000,centru,riscani,9
18900,centru,riscani,9
19800,centru,riscani,9
20700,centru,riscani,9
21600,centru,riscani,9
22500,centru,riscani,9
23400,centru,riscani,9
24300,centru,riscani,9
25200,centru,riscani,9
26100,centru,riscani,9
27000,centru,riscani,9
27900,centru,riscani,9
28800,centru,riscani,9
29700,centru,riscani,9
30600,centru,riscani,9
31500,centru,riscani,9
32400,centru,riscani,9
33300,centru,riscani,9
34200,centru,riscani,9
35100,centru,riscani,9
36000,centru,riscani,9
36900,centru,riscani,9
37800,centru,riscani,9
38700,centru,riscani,9
39600,centru,riscani,9
40500,centru,riscani,9
41400,centru,riscani,9
42300,centru,riscani,9
43200,centru,riscani,9
44100,centru,riscani,9
45000,centru,riscani,9
45900,centru,riscani,9
46800,centru,riscani,9
47700,centru,riscani,9
48600,centru,riscani,9
49500,centru,riscani,9
50400,centru,riscani,9
51300,centru,riscani,9
52200,centru,riscani,9
53100,centru,riscani,9
54000,centru,riscani,9
54900,centru,riscani,9
55800,centru,riscani,9
56700,centru,riscani,9
57600,centru,riscani,9
58500,centru,riscani,9
59400,centru,riscani,9
60300,centru,riscani,9
61200,centru,riscani,9
62100,centru,riscani,9
63000,centru,riscani,9
63900,centru,riscani,9
64800,centru,riscani,9
65700,centru,riscani,9
66600,centru,riscani,9
67500,centru,riscani,9
68400,centru,riscani,9
69300,centru,riscani,9
70200,centru,riscani,9
71100,centru,riscani,9
72000,centru,riscani,9
72900,centru,riscani,9
73800,centru,riscani,9
74700,centru,riscani,9
75600,centru,riscani,9
76500,centru,riscani,9
77400,centru,riscani,9
78300,centru,riscani,9
79200,centru,riscani,9
80100,centru,riscani,9
81000,centru,riscani,9
81900,centru,riscani,9
82800,centru,riscani,9
83700,centru,riscani,9
84600,centru,riscani,9
85500,centru,riscani,9
900,centru,sculeni,2
1800,centru,sculeni,2
2700,centru,sculeni,2
3600,centru,sculeni,2
4500,centru,sculeni,2
5400,centru,sculeni,2
6300,centru,sculeni,2
7200,centru,sculeni,2
8100,centru,sculeni,2
9000,centru,sculeni,2
9900,centru,sculeni,2
10800,centru,sculeni,2
11700,centru,sculeni,2
12600,centru,sculeni,2
13500,centru,sculeni,2
14400,centru,sculeni,2
15300,centru,sculeni,2
16200,centru,sculeni,2
17100,centru,sculeni,2
18000,centru,sculeni,2
18900,centru,sculeni,2
19800,centru,sculeni,2
20700,centru,sculeni,2
21600,centru,sculeni,2
22500,centru,sculeni,2
23400,centru,sculeni,2
24300,centru,sculeni,2
25200,centru,sculeni,2
26100,centru,sculeni,2
27000,centru,sculeni,2
27900,centru,sculeni,2
28800,centru,sculeni,2
29700,centru,sculeni,2
30600,centru,sculeni,2
31500,centru,sculeni,2
32400,centru,sculeni,2
33300,centru,sculeni,2
34200,centru,sculeni,2
35100,centru,sculeni,2
36000,centru,sculeni,2
36900,centru,sculeni,2
37800,centru,sculeni,2
38700,centru,sculeni,2
39600,centru,sculeni,2
40500,centru,sculeni,2
41400,centru,sculeni,2
42300,centru,sculeni,2
43200,centru,sculeni,2
44100,centru,sculeni,2
45000,centru,sculeni,2
45900,centru,sculeni,2
46800,centru,sculeni,2
47700,centru,sculeni,2
48600,centru,sculeni,2
49500,centru,sculeni,2
50400,centru,sculeni,2
51300,centru,sculeni,2
52200,centru,sculeni,2
53100,centru,sculeni,2
54000,centru,sculeni,2
54900,centru,sculeni,2
55800,centru,sculeni,2
56700,centru,sculeni,2
57600,centru,sculeni,2
58500,centru,sculeni,2
59400,centru,sculeni,2
60300,centru,sculeni,2
61200,centru,sculeni,2
62100,centru,sculeni,2
63000,centru,sculeni,2
63900,centru,sculeni,2
64800,centru,sculeni,2
65700,centru,sculeni,2
66600,centru,sculeni,2
67500,centru,sculeni,2
68400,centru,sculeni,2
69300,centru,sculeni,2
70200,centru,sculeni,2
71100,centru,sculeni,2
72000,centru,sculeni,2
72900,centru,sculeni,2
73800,centru,sculeni,2
74700,centru,sculeni,2
75600,centru,sculeni,2
76500,centru,sculeni,2
77400,centru,sculeni,2
78300,centru,sculeni,2
79200,centru,sculeni,2
80100,centru,sculeni,2
81000,centru,sculeni,2
81900,centru,sculeni,2
82800,centru,sculeni,2
83700,centru,sculeni,2
84600,centru,sculeni,2
85500,centru,sculeni,2
0,centru,telecentru,2
900,centru,telecentru,11
1800,centru,telecentru,11
2700,centru,telecentru,11
3600,centru,telecentru,11
4500,centru,telecentru,11
5400,centru,telecentru,11
6300,centru,telecentru,11
7200,centru,telecentru,11
8100,centru,telecentru,11
9000,centru,telecentru,11
9900,centru,telecentru,11
10800,centru,telecentru,11
11700,centru,telecentru,11
12600,centru,telecentru,11
13500,centru,telecentru,11
14400,centru,telecentru,11
15300,centru,telecentru,11
16200,centru,telecentru,11
17100,centru,telecentru,11
18000,centru,telecentru,11
18900,centru,telecentru,11
19800,centru,telecentru,11
20700,centru,telecentru,11
21600,centru,telecentru,11
22500,centru,telecentru,11
23400,centru,telecentru,11
24300,centru,telecentru,11
25200,centru,telecentru,11
26100,centru,telecentru,11
27000,centru,telecentru,11
27900,centru,telecentru,11
28800,centru,telecentru,11
29700,centru,telecentru,11
30600,centru,telecentru,11
31500,centru,telecentru,11
32400,centru,telecentru,11
33300,centru,telecentru,11
34200,centru,telecentru,11
35100,centru,telecentru,11
36000,centru,telecentru,11
36900,centru,telecentru,11
37800,centru,telecentru,11
38700,centru,telecentru,11
39600,centru,telecentru,11
40500,centru,telecentru,11
41400,centru,telecentru,11
42300,centru,telecentru,11
43200,centru,telecentru,11
44100,centru,telecentru,11
45000,centru,telecentru,11
45900,centru,telecentru,11
46800,centru,telecentru,11
47700,centru,telecentru,11
48600,centru,telecentru,11
49500,centru,telecentru,11
50400,centru,telecentru,11
51300,centru,telecentru,11
52200,centru,telecentru,11
53100,centru,telecentru,11
54000,centru,telecentru,11
54900,centru,telecentru,11
55800,centru,telecentru,11
56700,centru,telecentru,11
57600,centru,telecentru,11
58500,centru,telecentru,11
59400,centru,telecentru,11
60300,centru,telecentru,11
61200,centru,telecentru,11
62100,centru,telecentru,11
63000,centru,telecentru,11
63900,centru,telecentru,11
64800,centru,telecentru,11
65700,centru,telecentru,11
66600,centru,telecentru,11
67500,centru,telecentru,11
68400,centru,telecentru,11
69300,centru,telecentru,11
70200,centru,telecentru,11
71100,centru,telecentru,11
72000,centru,telecentru,11
72900,centru,telecentru,11
73800,centru,telecentru,11
74700,centru,telecentru,11
75600,centru,telecentru,11
76500,centru,telecentru,11
77400,centru,telecentru,11
78300,centru,telecentru,11
79200,centru,telecentru,11
80100,centru,telecentru,11
81000,centru,telecentru,11
81900,centru,telecentru,11
82800,centru,telecentru,11
83700,centru,telecentru,11
84600,centru,telecentru,11
85500,centru,telecentru,11
0,ciocana,botanica,1
900,ciocana,botanica,4
1800,ciocana,botanica,4
2700,ciocana,botanica,4
3600,ciocana,botanica,4
4500,ciocana,botanica,4
5400,ciocana,botanica,4
6300,ciocana,botanica,4
7200,ciocana,botanica,4
8100,ciocana,botanica,4
9000,ciocana,botanica,4
9900,ciocana,botanica,4
10800,ciocana,botanica,4
11700,ciocana,botanica,4
12600,ciocana,botanica,4
13500,ciocana,botanica,4
14400,ciocana,botanica,4
15300,ciocana,botanica,4
16200,ciocana,botanica,4
17100,ciocana,botanica,4
18000,ciocana,botanica,4
18900,ciocana,botanica,4
19800,ciocana,botanica,4
20700,ciocana,botanica,4
21600,ciocana,botanica,4
22500,ciocana,botanica,4
23400,ciocana,botanica,4
24300,ciocana,botanica,4
25200,ciocana,botanica,4
26100,ciocana,botanica,4
27000,ciocana,botanica,4
27900,ciocana,botanica,4
28800,ciocana,botanica,4
29700,ciocana,botanica,4
30600,ciocana,botanica,4
31500,ciocana,botanica,4
32400,ciocana,botanica,4
33300,ciocana,botanica,4
34200,ciocana,botanica,4
35100,ciocana,botanica,4
36000,ciocana,botanica,4
36900,ciocana,botanica,4
37800,ciocana,botanica,4
38700,ciocana,botanica,4
39600,ciocana,botanica,4
40500,ciocana,botanica,4
41400,ciocana,botanica,4
42300,ciocana,botanica,4
